File;Begin Time - hh:mm:ss.ms;Trial;Part;Subject;Scope;Words;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Translation;comment;Grammar;General comments;
swe25;00:03:44.028;7;;;;bright;0;;;;;;;;;;
swe25;00:03:44.596;7;;;;high;0;;;;;;;;;;
swe25;00:04:05.364;8;;;;;;;;;;;;;;;
swe25;00:04:05.536;8;1;none;Brightness;;;;;;;fÌ¦rsta lÌ_t som.. mÌ_n som sjÌ¦ng vÌ_ldigt mÌ¦rkt och det andra lÌ_t som ett instrument .. som var vÌ_ldigt ljust;;;;;
swe25;00:04:07.801;8;1;none;Brightness;mÌ¦rkt;0;;;;;fÌ¦rsta lÌ_t som.. mÌ_n som sjÌ¦ng vÌ_ldigt mÌ¦rkt och det andra lÌ_t som ett instrument .. som var vÌ_ldigt ljust;;;;;
swe25;00:04:11.268;8;1;none;Brightness;ljust;0;;;;;fÌ¦rsta lÌ_t som.. mÌ_n som sjÌ¦ng vÌ_ldigt mÌ¦rkt och det andra lÌ_t som ett instrument .. som var vÌ_ldigt ljust;;;;;
swe25;00:04:33.177;9;;;;;;;;;;;;;;;
swe25;00:04:35.857;9;1;none;Brightness;;;;;;;ret sÌ´ mÌ¦rkt, och det andra lÌ_t vÌ_ldigt ljust;;;;;
swe25;00:04:36.269;9;1;none;Brightness;mÌ¦rkt;0;;;;;ret sÌ´ mÌ¦rkt, och det andra lÌ_t vÌ_ldigt ljust;;;;;
swe25;00:04:37.640;9;1;none;Brightness;ljust;0;;;;;ret sÌ´ mÌ¦rkt, och det andra lÌ_t vÌ_ldigt ljust;;;;;
swe25;00:04:51.376;10;;;;;;;;;;;;;;;
swe25;00:05:00.401;10;1;none;Height;;;;;;;men det fÌ¦rsta var lÌ_gre, tror jag, det andra var hÌ¦gre;;;;;
swe25;00:05:01.444;10;1;none;Height;;;;;;?;men det fÌ¦rsta var lÌ_gre, tror jag, det andra var hÌ¦gre;;;;;
swe25;00:05:01.633;10;1;none;Height;lÌ_gre;0;;;;?;men det fÌ¦rsta var lÌ_gre, tror jag, det andra var hÌ¦gre;;;;;
swe25;00:05:02.484;10;1;none;Height;hÌ¦gre;0;;;;;men det fÌ¦rsta var lÌ_gre, tror jag, det andra var hÌ¦gre;;;;;
swe25;00:06:10.928;10;;;;;;;;;;;;;;;
swe25;00:06:12.939;10;1;none;Height;;;;;;;jag tror att det fÌ¦rsta var lite lÌ_gre och den andra lite hÌ¦gre;;;;;
swe25;00:06:13.901;10;1;none;Height;lÌ_gre;;vert;flat H;1;;jag tror att det fÌ¦rsta var lite lÌ_gre och den andra lite hÌ¦gre;;;;;
swe25;00:06:13.901;10;1;none;Height;lÌ_gre;1;vert;flat H;1;;jag tror att det fÌ¦rsta var lite lÌ_gre och den andra lite hÌ¦gre;;;;;
swe25;00:06:14.665;10;1;none;Height;hÌ¦gre;1;vert;flat H;1;;jag tror att det fÌ¦rsta var lite lÌ_gre och den andra lite hÌ¦gre;;;;;
swe25;00:06:26.464;11;;;;;;;;;;;;;;;
swe25;00:06:26.544;11;1;gender;;;;;;;;ja hÌ_r lÌ_t som lÌ_gre manskÌ¦r och sen sÌ´ ljusare manskÌ¦r;;;;;
swe25;00:06:27.464;11;1;gender;Height;lÌ_gre;0;;;;;ja hÌ_r lÌ_t som lÌ_gre manskÌ¦r och sen sÌ´ ljusare manskÌ¦r;;;;;
swe25;00:06:28.667;11;1;gender;Brightness;ljusare;0;;;;;ja hÌ_r lÌ_t som lÌ_gre manskÌ¦r och sen sÌ´ ljusare manskÌ¦r;;;;;
swe25;00:06:41.187;12;;;;;;;;;;;;;;;
swe25;00:06:41.336;12;1;none;Brightness;;;;;;;hÌ_r lÌ_t det som en vÌ_ldigt ljus kÌ¦r och sen sÌ´ jÌ_tte jÌ_tte ljust;;;;;
swe25;00:06:42.571;12;1;none;Brightness;ljus;0;;;;;hÌ_r lÌ_t det som en vÌ_ldigt ljus kÌ¦r och sen sÌ´ jÌ_tte jÌ_tte ljust;;;;;
swe25;00:06:44.341;12;1;none;Brightness;ljust;0;;;;;hÌ_r lÌ_t det som en vÌ_ldigt ljus kÌ¦r och sen sÌ´ jÌ_tte jÌ_tte ljust;;;;;
swe25;00:06:59.530;13;;;;;;;;;;;;;;;
swe25;00:07:01.841;13;1;none;Brightness;;;;;;;ja det fÌ¦rsta var lite ljust och det andra var jÌ_tte jÌ_tte ljust;;;;;
swe25;00:07:02.946;13;1;none;Brightness;ljust;0;;;;;ja det fÌ¦rsta var lite ljust och det andra var jÌ_tte jÌ_tte ljust;;;;;
swe25;00:07:04.162;13;1;none;Brightness;ljust;0;;;;;ja det fÌ¦rsta var lite ljust och det andra var jÌ_tte jÌ_tte ljust;;;;;
swe25;00:07:21.472;14;;;;;;;;;;;;;;;
swe25;00:07:36.009;15;;;;;;;;;;;;;;;
swe25;00:08:06.821;16;;;;;;;;;;;;;;;
swe25;00:08:08.598;16;1;none;Brightness;;;;;;;och sen sÌ´ vÌ_ldigt mÌ¦rkt;;;;;
swe25;00:08:08.877;16;1;none;Brightness;mÌ¦rkt;0;;;;;och sen sÌ´ vÌ_ldigt mÌ¦rkt;;;;;
swe25;00:08:12.999;16;;;;low;1;;;1;;;;;;;
swe25;00:08:13.722;16;;;;low;1;;;1;;;;;;;
swe25;00:08:26.216;17;1;none;;;;;;;mix height/bright.;jÌ_tte ljust hÌ¦gt och sen sÌ´ jÌ_tte mÌ¦rkt lÌ´gt;;;;;
swe25;00:08:26.252;17;1;none;Brightness;ljust;0;;;;mix height/bright.;jÌ_tte ljust hÌ¦gt och sen sÌ´ jÌ_tte mÌ¦rkt lÌ´gt;;;;;
swe25;00:08:27.725;17;1;none;;mÌ¦rkt;0;;;;mix height/bright.;jÌ_tte ljust hÌ¦gt och sen sÌ´ jÌ_tte mÌ¦rkt lÌ´gt;;;;;
swe25;00:08:40.430;18;;;;;;;;;;;;;;;
swe25;00:08:40.541;18;1;none;Height;;;;;;;det fÌ¦rsta var lite hÌ¦gre och det andra var lite lÌ_gre;;;;;
swe25;00:08:41.268;18;1;none;Height;hÌ¦gre;0;;;;;det fÌ¦rsta var lite hÌ¦gre och det andra var lite lÌ_gre;;;;;
swe25;00:08:43.166;18;1;none;Height;lÌ_gre;0;;;;;det fÌ¦rsta var lite hÌ¦gre och det andra var lite lÌ_gre;;;;;
swe25;00:09:03.838;19;;;;;;;;;;;;;;;
swe25;00:09:05.400;19;1;none;Height;;;;;;;mitten lÌ_gre;;;;;
swe25;00:09:05.704;19;1;none;Height;lÌ_gre;0;;;;;mitten lÌ_gre;;;;;
swe25;00:09:19.565;20;;;;;;;;;;;;;;;
swe25;00:09:20.380;;1;none;;;;;;;;fÌ¦rst var det. ret sÌ´ ljust, och sen sÌ´ gick det jÌ_tte hÌ¦gt;;;;;
swe25;00:09:21.500;20;1;none;Brightness;ljust;0;;;;;fÌ¦rst var det. ret sÌ´ ljust, och sen sÌ´ gick det jÌ_tte hÌ¦gt;;;;;
swe25;00:09:22.939;20;1;none;Height;hÌ¦gt;0;;;;;fÌ¦rst var det. ret sÌ´ ljust, och sen sÌ´ gick det jÌ_tte hÌ¦gt;;;;;
swe25;00:09:35.667;21;;;;;;;;;;;;;;;
swe25;00:09:35.723;21;1;none;Height;;;;;;;lite lÌ_gre sen sÌ´ gick det upp;;;;;
swe25;00:09:35.799;21;1;none;Height;lÌ_gre;0;;;;;lite lÌ_gre sen sÌ´ gick det upp;;;;;
swe25;00:09:36.826;21;1;none;Height;gick upp;0;;;;;lite lÌ_gre sen sÌ´ gick det upp;;;;;
swe25;00:09:38.103;21;;;;bright;0;;;;;;;;;;
swe25;00:09:57.669;22;;;;;;;;;;;;;;;
swe25;00:10:16.870;23;;;;;;;;;;;;;;;
swe25;00:10:17.165;23;1;none;Height;;;;;;;hÌ_r lÌ_t det ock som en manskÌ¦r som var vÌ_ldigt . lÌ´g och den sÌ´ gick det lÌ_gre;;;;;
swe25;00:10:20.691;23;1;none;Height;lÌ´g;0;;;;;hÌ_r lÌ_t det ock som en manskÌ¦r som var vÌ_ldigt . lÌ´g och den sÌ´ gick det lÌ_gre;;;;;
swe25;00:10:21.603;23;1;none;Height;lÌ_gre;0;;;;;hÌ_r lÌ_t det ock som en manskÌ¦r som var vÌ_ldigt . lÌ´g och den sÌ´ gick det lÌ_gre;;;;;
swe25;00:10:23.509;23;;;;dark;0;;;;;;;;;;
swe25;00:10:40.079;24;;;;;;;;;;;;;;;
swe25;00:10:40.968;24;;;;other;0;;;;;;;;;;
swe25;00:10:41.799;24;;;;other;0;;;;;;;;;;
swe25;00:11:18.562;25;;;;;;;;;;;;;;;
swe25;00:11:20.812;25;;;;low;0;;;;;;;;;;
swe25;00:11:21.548;25;;;;high;0;;;;;;;;;;
swe3;00:00:26.800;1;;;;;;;;;;;;;;;
swe3;00:01:10.700;1;1;none;Height;;;;;;;fÌ¦rst ett hÌ¦gt sÌ´nt;;;;;
swe3;00:01:11.396;1;1;none;Height;hÌ¦gt;1;vert;flat H;1;;fÌ¦rst ett hÌ¦gt sÌ´nt;;;;;
swe3;00:01:13.079;1;;;;high;0;;;;;;;;;;
swe3;00:01:14.659;1;2;part;Height;;;;;;;och sen var det som del tvÌ´ var mycket lÌ_gre;;;;;
swe3;00:01:17.379;1;2;part;Height;lÌ_gre;1;vert;flat H;1;;och sen var det som del tvÌ´ var mycket lÌ_gre;;;;;
swe3;00:01:43.100;2;;;;;;;;;;;;;;;
swe3;00:01:47.980;2;1;none;Height;;;;;;;som fÌ¦rst var ganska lÌ´gt;;;;;
swe3;00:01:49.494;2;;;;lÌ´gt;0;;;;;;;;;;
swe3;00:01:51.663;2;;;;dark;1;;;;;;;;;;
swe3;00:01:58.662;2;;;;dark;1;;;;G height;;;;;;
swe3;00:02:01.600;2;2;part;Brightness;;;;;;;och den andra delen var ljusare;;;;;
swe3;00:02:02.575;2;2;part;Brightness;ljusare;1;vert;flat H;1;;och den andra delen var ljusare;;;;;
swe3;00:02:29.350;3;;;;;;;;;;;;;;;
swe3;00:02:32.490;3;1;sound;Height;;;;;;;men det fÌ¦rsta delen av ljudet var vÌ_ldigt hÌ¦gt;;;;;
swe3;00:02:34.197;3;1;sound;Height;hÌ¦gt;1;vert;flat H;1;;men det fÌ¦rsta delen av ljudet var vÌ_ldigt hÌ¦gt;;;;;
swe3;00:02:39.017;3;;;;bright;1;;;;;;;;;;
swe3;00:02:40.883;3;2;sound;Brightness;;;;;;;och sen andra delen av ljudet var lite mÌ¦rkare;;;;;
swe3;00:02:43.302;3;2;sound;Brightness;mÌ¦rkare;1;vert;flat H;1;;och sen andra delen av ljudet var lite mÌ¦rkare;;;;;
swe3;00:02:46.275;3;;;;bright;1;;;;;;;;;;
swe3;00:02:51.690;3;;;;bright;1;;;;;;;;;;
swe3;00:02:54.077;3;;;;bright;1;;;;;;;;;;
swe3;00:02:55.520;3;;;;bright;1;;;;;;;;;;
swe3;00:02:57.012;3;;;;bright;1;;;;;;;;;;
swe3;00:03:22.900;4;;;;;;;;;;;;;;;
swe3;00:03:31.000;4;1;tone;Height;;;;;;;sÌ´ fÌ¦rst var det en vÌ_ldig hÌ¦g A ton;;;;;
swe3;00:03:31.728;4;1;tone;Height;hÌ¦g;1;vert;flat H;1;;sÌ´ fÌ¦rst var det en vÌ_ldig hÌ¦g A ton;;;;;
swe3;00:03:36.757;4;;;;high;1;;;;;;;;;;
swe3;00:03:37.920;4;;;;bright;0;;;;;;;;;;
swe3;00:03:38.881;4;2;part;Brightness;;;;;;;och sen andra delen var vÌ_ldigt mÌ¦rk;;;;;
swe3;00:03:40.119;4;2;part;Brightness;mÌ¦rk;1;none;open;1;;och sen andra delen var vÌ_ldigt mÌ¦rk;;;;;
swe3;00:03:41.758;4;;;;other;1;;;;;;;;;;
swe3;00:03:47.094;4;;;;bright;1;;;;;;;;;;
swe3;00:03:48.344;4;;;;other;1;;;;;;;;;;
swe3;00:04:09.800;5;;;;;;;;;;;;;;;
swe3;00:04:17.400;5;1;sound;Height;;;;;;;sÌ´ fÌ¦rst var det, en, den hÌ_r vÌ_ldigt hÌ¦ga A ljudet;;;;;
swe3;00:04:19.220;5;1;sound;Height;hÌ¦ga;1;vert;flat H;1;;sÌ´ fÌ¦rst var det, en, den hÌ_r vÌ_ldigt hÌ¦ga A ljudet;;;;;
swe3;00:04:23.110;5;2;part;Brightness;;;;;;;men sen sÌ´ andra delen var, l.. vÌ_ldig lju.. eller sÌ´ hÌ_r, mÌ¦rkare;;;;;
swe3;00:04:26.383;5;;;;mÌ¦rkare;1;none;open;2;;;;;;;
swe3;00:04:28.990;5;;;;dark;0;;;;;;;;;;
swe3;00:04:32.938;5;;;;bright;1;;;;;;;;;;
swe3;00:04:34.288;5;;;;dark;1;;;;;;;;;;
swe3;00:04:38.855;5;;;;bright;1;;;;;;;;;;
swe3;00:04:40.840;5;;;;;1;;;;;;;;;;
swe3;00:04:41.844;5;;;;bright;1;;;;;;;;;;
swe3;00:05:14.900;6;;;;;;;;;;;;;;;
swe3;00:05:18.340;6;1;sound;Brightness;;;;;;;nu var det vÌ_ldigt tvÌ´ ganska ljusa.. ljud;;;;;
swe3;00:05:19.934;6;1;sound;Brightness;ljusa;0;;;;;nu var det vÌ_ldigt tvÌ´ ganska ljusa.. ljud;;;;;
swe3;00:05:29.360;6;2;;;;;;;;;det fÌ¦rsta var. Ì´terigen det hÌ_r vÌ_ldigt vÌ_ldigt ljusa, men (  ) sÌ´ var det liksom som att det gick ner lite gran;;;;;
swe3;00:05:31.256;6;2;none;Brightness;ljusa;1;vert;flat H;1;;det fÌ¦rsta var. Ì´terigen det hÌ_r vÌ_ldigt vÌ_ldigt ljusa, men (  ) sÌ´ var det liksom som att det gick ner lite gran;;;;;
swe3;00:05:35.680;6;2;none;Height;ner;1;vert;flat H;2;;det fÌ¦rsta var. Ì´terigen det hÌ_r vÌ_ldigt vÌ_ldigt ljusa, men (  ) sÌ´ var det liksom som att det gick ner lite gran;;;;;
swe3;00:05:54.053;6;;;;low;1;;;;;;;;;;
swe3;00:05:56.039;6;;;;dark;1;;;;;;;;;;
swe3;00:06:03.739;6;;;;high;1;;;;;;;;;;
swe3;00:06:09.085;6;;;;high;1;;;;;;;;;;
swe3;00:06:12.981;6;;;;low;1;;;;;;;;;;
swe3;00:06:15.824;6;;;;bright;0;;;;;;;;;;
swe3;00:06:38.650;7;;;;;;;;;;;;;;;
swe3;00:06:44.337;7;;;;high;1;;;;;;;;;;
swe3;00:06:54.650;7;1;voice;Brightness;;;;;;;lite yngre man med ganska ljus rÌ¦st;;;;;
swe3;00:06:56.455;7;1;voice;Brightness;ljus;1;none;open;2;;lite yngre man med ganska ljus rÌ¦st;;;;;
swe3;00:06:59.499;7;;;;bright;1;;;;;;;;;;
swe3;00:07:03.219;7;;;;bright;1;;;;;;;;;;
swe3;00:07:04.318;7;;;;bright;1;;;;;;;;;;
swe3;00:07:16.459;7;;;;bright;1;;;;;;;;;;
swe3;00:07:17.760;7;2;none;Brightness;;;;;;;och sen ett lite mÌ¦rkare ljust;;;;;
swe3;00:07:18.201;7;2;none;Brightness;mÌ¦rkare;1;vert;flat H;;;och sen ett lite mÌ¦rkare ljust;;;;;
swe3;00:07:19.367;7;2;none;Brightness;ljust;0;;;;;och sen ett lite mÌ¦rkare ljust;;;;;
swe3;00:07:20.516;7;;;;bright;1;;;;;;;;;;
swe3;00:07:24.016;7;;;;bright;1;;;;;;;;;;
swe3;00:07:25.485;7;;;;other;1;;;;;;;;;;
swe3;00:07:28.814;7;;;;high;1;;;;;;;;;;
swe3;00:07:31.323;7;;;;other;1;;;;;;;;;;
swe3;00:08:16.350;8;;;;;;;;;;;;;;;
swe3;00:08:43.604;8;;;;high;1;;;;;;;;;;
swe3;00:08:47.940;8;1;voice;Brightness;;;;;;;sÌ´ nÌ´gon slags ljus mansrÌ¦st;;;;;
swe3;00:08:49.167;8;1;voice;Brightness;ljus;1;vert;flat H;2;see before;sÌ´ nÌ´gon slags ljus mansrÌ¦st;;;;;
swe3;00:09:44.250;9;;;;;;;;;;;;;;;
swe3;00:09:49.090;9;1;none;Brightness;;;;;;;sÌ´ den fÌ¦rsta var vÌ_ldigt vÌ_ldigt mÌ¦rk;;;;;
swe3;00:09:50.095;9;1;none;Brightness;mÌ¦rk;1;vert;flat H;1;;sÌ´ den fÌ¦rsta var vÌ_ldigt vÌ_ldigt mÌ¦rk;;;;;
swe3;00:09:53.862;9;2;none;Height;;;;;;;och sen den andra var, den hÌ_r som jag pratat om, som var dÌ_ruppe;;;;;
swe3;00:09:56.442;9;2;none;Height;dÌ_ruppe;1;vert;flat H;1;;och sen den andra var, den hÌ_r som jag pratat om, som var dÌ_ruppe;;;;;
swe3;00:09:59.489;9;;;;high;1;;;;;;;;;;
swe3;00:10:05.099;9;;;;dark;1;;;;;;;;;;
swe3;00:10:06.316;9;;;;bright;1;;;;;;;;;;
swe3;00:10:28.600;10;;;;;;;;;;;;;;;
swe3;00:10:39.860;10;1;none;Brightness;;;;;;;ganska mÌ¦rkt fÌ¦rst;;;;;
swe3;00:10:40.382;10;1;none;Brightness;mÌ¦rkt;1;vert;flat H;1;;ganska mÌ¦rkt fÌ¦rst;;;;;
swe3;00:10:42.896;10;;;;dark;1;;;;;;;;;;
swe3;00:10:44.254;10;;;;dark;1;;;;;;;;;;
swe3;00:10:45.433;10;2;none;Brightness;;;;;;;och sen vÌ_ldigt ljust;;;;;
swe3;00:10:46.226;10;2;none;Brightness;ljust;1;vert;flat H;1;;och sen vÌ_ldigt ljust;;;;;
swe3;00:10:59.960;10;;;;bright;1;;;;;;;;;;
swe3;00:11:04.982;10;;;;bright;1;;;;;;;;;;
swe3;00:11:26.250;11;;;;;;;;;;;;;;;
swe3;00:11:29.415;11;1;;;;;;;;;nu var det fÌ¦rst den hÌ_r super basen, liksom den den mÌ¦rkaste jag har hÌ¦rt;;;;;
swe3;00:11:31.442;11;1;none;none;basen;1;vert;flat H;1;;nu var det fÌ¦rst den hÌ_r super basen, liksom den den mÌ¦rkaste jag har hÌ¦rt;;;;;
swe3;00:11:33.830;11;1;none;Brightness;mÌ¦rkaste;1;none;open;2;;nu var det fÌ¦rst den hÌ_r super basen, liksom den den mÌ¦rkaste jag har hÌ¦rt;;;;;
swe3;00:11:37.902;11;;;;dark;1;;;;;;;;;;
swe3;00:11:47.064;11;;;;dark;1;;;;;;;;;;
swe3;00:11:48.506;11;;;;dark;1;;;;;;;;;;
swe3;00:11:49.192;11;2;none;none;mellan;1;vert;flat H;1;;sen mellan;;;;;
swe3;00:12:47.300;12;;;;;;;;;;;;;;;
swe3;00:12:50.140;12;1;sound;Brightness;;;;;;;bÌ´da de hÌ_r ljuden var definitivt i den liksom ljusare delen av registret;;;;;
swe3;00:12:54.490;12;1;sound;Brightness;ljusare;1;vert;open;1;;bÌ´da de hÌ_r ljuden var definitivt i den liksom ljusare delen av registret;;;;;
swe3;00:13:01.105;12;;;;;;;;;S highest of the brightest;;;;;;
swe3;00:13:01.123;12;;;;high;1;;;;S highest of the brightest;;;;;;
swe3;00:13:02.764;12;;;;bright;1;;;;S highest of the brightest;;;;;;
swe3;00:13:04.323;12;2;none;Brightness;;;;;;;pch sÌ´ kom det fÌ¦rst en som var ljus, och sen en som var Ì_nnu ljusare;;;;;
swe3;00:13:05.697;12;2;none;Brightness;ljus;1;vert;flat H;1;;pch sÌ´ kom det fÌ¦rst en som var ljus, och sen en som var Ì_nnu ljusare;;;;;
swe3;00:13:08.033;12;2;none;Brightness;ljusare;1;vert;flat H;1;;pch sÌ´ kom det fÌ¦rst en som var ljus, och sen en som var Ì_nnu ljusare;;;;;
swe3;00:13:17.770;12;;;;bright;1;;;;;;;;;;
swe3;00:14:23.300;13;;;;;;;;;;;;;;;
swe3;00:14:30.030;13;1;none;Brightness;;;;;;;nu var det inte als detta hÌ_r ljusa spektret lÌ_ngre;;;;;
swe3;00:14:31.506;13;1;none;Brightness;ljusa;1;none;open;2;;nu var det inte als detta hÌ_r ljusa spektret lÌ_ngre;;;;;
swe3;00:14:33.532;13;;;;dark;1;;;;;;;;;;
swe3;00:14:41.166;13;;;;low;1;;;;;;;;;;
swe3;00:14:45.654;13;;;;bright;1;;;;;;;;;;
swe3;00:14:51.939;13;2;none;Brightness;;;;;;;sÌ´ en ganska mÌ¦rk;;;;;
swe3;00:14:52.707;13;2;none;Brightness;mÌ¦rk;1;vert;flat H;1;;sÌ´ en ganska mÌ¦rk;;;;;
swe3;00:14:54.059;13;3;none;Brightness;;;;;;;och sen kanske en lite ljusare;;;;;
swe3;00:14:54.573;13;3;none;Brightness;ljusare;1;vert;flat H;1;;och sen kanske en lite ljusare;;;;;
swe3;00:14:56.049;13;;;;high;1;;;;;;;;;;
swe3;00:15:26.200;14;;;;;;;;;;;;;;;
swe3;00:15:41.060;14;1;none;Brightness;;;;;;;sÌ´ var den hÌ_r Ì_nnu ljusare Ì_n den andra;;;;;
swe3;00:15:41.600;14;1;none;Brightness;ljusare;1;vert;flat H;1;;sÌ´ var den hÌ_r Ì_nnu ljusare Ì_n den andra;;;;;
swe3;00:15:48.160;14;;;;bright;1;;;;;;;;;;
swe3;00:15:49.940;14;;;;dark;1;;;;;;;;;;
swe3;00:15:56.307;14;;;;bright;1;;;;;;;;;;
swe3;00:15:59.212;14;;;;high;1;;;;?;;;;;;
swe3;00:16:00.647;14;;;;bright;1;;;;;;;;;;
swe3;00:16:02.820;14;2;none;Brightness;;;;;;;och sen Ì_nnu ljusare Ì_ndÌ´;;;;;
swe3;00:16:04.117;14;2;none;Brightness;ljusare;1;vert;flat H;1;;och sen Ì_nnu ljusare Ì_ndÌ´;;;;;
swe3;00:16:07.517;14;;;;bright;1;;;;;;;;;;
swe3;00:16:51.600;15;;;;;;;;;;;;;;;
swe3;00:17:02.880;15;1;sound;Brightness;;;;;;;ett ganska mÌ¦rkt A ljud;;;;;
swe3;00:17:03.453;15;1;sound;Brightness;mÌ¦rkt;1;vert;flat H;1;;ett ganska mÌ¦rkt A ljud;;;;;
swe3;00:17:05.983;15;2;none;Brightness;;;;;;;och sen ett betydligt ljusare A;;;;;
swe3;00:17:06.301;15;2;none;Brightness;ljusare;1;vert;flat H;1;;och sen ett betydligt ljusare A;;;;;
swe3;00:17:10.470;15;;;;bright;1;;;;;;;;;;
swe3;00:17:16.742;15;;;;bright;1;;;;;;;;;;
swe3;00:18:41.300;16;;;;;;;;;;;;;;;
swe3;00:18:42.890;16;1;none;Brightness;;;;;;;nu var det ocksÌ´ ljust;;;;;
swe3;00:18:45.106;16;1;none;Brightness;ljust;0;;;;;nu var det ocksÌ´ ljust;;;;;
swe3;00:18:56.752;16;;;;bright;1;;;;;;;;;;
swe3;00:18:59.788;16;;;;bright;1;;;;;;;;;;
swe3;00:19:01.233;16;;;;bright;1;;;;G most prominent;;;;;;
swe3;00:19:01.233;16;;;;;;;;;G most prominent;;;;;;
swe3;00:19:06.160;16;2;none;Height;;;;;;;och sÌ´ blir det liksom en (?) uppÌ´t;;;;;
swe3;00:19:08.400;16;2;none;Height;uppÌ´t;1;vert;flat H;1;;och sÌ´ blir det liksom en (?) uppÌ´t;;;;;
swe3;00:19:09.949;16;;;;bright;1;;;;;;;;;;
swe3;00:19:10.792;16;;;;bright;1;;;;;;;;;;
swe3;00:19:12.002;16;;;;;;;;;G prominence;;;;;;
swe3;00:19:42.550;;;;;;;;;;repeat trial;;;;;;
swe3;00:20:15.850;17;;;;;;;;;;;;;;;
swe3;00:20:23.410;17;1;;Brightness;;;;;;;om man skulle (Ì¦versÌ_tta) den i en kÌ¦r, sÌ´ skulle det nu vara en manlig person med ganska ljus rÌ¦st;;;;;
swe3;00:20:29.097;17;1;voice;Brightness;ljus;1;vert;flat H;1;;om man skulle (Ì¦versÌ_tta) den i en kÌ¦r, sÌ´ skulle det nu vara en manlig person med ganska ljus rÌ¦st;;;;;
swe3;00:20:31.710;17;;;;low;1;;;;;;;;;;
swe3;00:20:34.652;17;;;;dark;1;;;;;;;;;;
swe3;00:20:36.965;17;2;none;Brightness;;;;;;;och sen sÌ´ vÌ_ldigt ljust;;;;;
swe3;00:20:37.691;17;2;none;Brightness;ljust;1;vert;flat H;2;;och sen sÌ´ vÌ_ldigt ljust;;;;;
swe3;00:20:43.978;17;;;;bright;1;;;;;;;;;;
swe3;00:20:43.984;17;;;;;;;;;G reverse polarity;;;;;;
swe3;00:20:45.308;17;;;;dark;1;;;;G reverse polarity;;;;;;
swe3;00:21:01.850;;;;;;;;;;repeat trial;;;;;;
swe3;00:22:09.800;18;;;;;;;;;;;;;;;
swe3;00:22:28.640;18;1;part;Brightness;;;;;;;och del ett var ganska mÌ¦rk, men inte als lika mÌ¦rk som den;;;;;
swe3;00:22:30.121;18;1;part;Brightness;mÌ¦rk;0;;;;;och del ett var ganska mÌ¦rk, men inte als lika mÌ¦rk som den;;;;;
swe3;00:22:31.808;18;1;part;Brightness;mÌ¦rk;1;none;open;2;;och del ett var ganska mÌ¦rk, men inte als lika mÌ¦rk som den;;;;;
swe3;00:22:34.051;18;;;;dark;1;;;;;;;;;;
swe3;00:22:36.440;18;;;;dark;1;;;;;;;;;;
swe3;00:22:57.600;;;;;;;;;;repeat trial;;;;;;
swe3;00:23:36.950;19;;;;;;;;;;;;;;;
swe3;00:23:40.290;19;1;none;Brightness;;;;;;;den hÌ_r gÌ´ngen sÌ´ var det, vad gÌ_ller ljust och mÌ¦rkt, sÌ´ var det samma, niveau;;;;;
swe3;00:23:42.395;19;1;none;Brightness;;;;;;?;den hÌ_r gÌ´ngen sÌ´ var det, vad gÌ_ller ljust och mÌ¦rkt, sÌ´ var det samma, niveau;;;;;
swe3;00:23:43.000;19;1;none;Brightness;ljust;0;;;;?;den hÌ_r gÌ´ngen sÌ´ var det, vad gÌ_ller ljust och mÌ¦rkt, sÌ´ var det samma, niveau;;;;;
swe3;00:23:43.713;19;1;none;Brightness;mÌ¦rkt;0;;;;?;den hÌ_r gÌ´ngen sÌ´ var det, vad gÌ_ller ljust och mÌ¦rkt, sÌ´ var det samma, niveau;;;;;
swe3;00:23:45.269;19;1;none;Brightness;samma;1;vert;flat H;1;;den hÌ_r gÌ´ngen sÌ´ var det, vad gÌ_ller ljust och mÌ¦rkt, sÌ´ var det samma, niveau;;;;;
swe3;00:23:49.187;19;;;;dark;1;;;;;;;;;;
swe3;00:24:09.330;19;;;;bright;1;;;;;;;;;;
swe3;00:24:10.226;19;;;;dark;1;;;;;;;;;;
swe3;00:24:13.752;19;;;;bright;1;;;;;;;;;;
swe3;00:24:15.308;19;;;;dark;1;;;;;;;;;;
swe3;00:25:25.825;;;;;;;;;;repeat trial;;;;;;
swe3;00:25:55.075;20;;;;;;;;;;;;;;;
swe3;00:25:58.255;20;1;sound;Brightness;;;;;;;nu bÌ¦rjade det med superljust ljud;;;;;
swe3;00:25:59.417;20;1;sound;Brightness;ljust;1;vert;flat H;1;;nu bÌ¦rjade det med superljust ljud;;;;;
swe3;00:26:04.223;20;;;;bright;1;;;;;;;;;;
swe3;00:26:06.030;20;2;sound;Height;;;;;;;och sen blev det ett mycket mer lÌ´gt;;;;;
swe3;00:26:08.999;20;;;;lÌ´gt;1;vert;flat H;1;;;;;;;
swe3;00:26:10.835;20;;;;dark;1;;;;;;;;;;
swe3;00:26:17.478;20;;;;bright;1;;;;;;;;;;
swe3;00:26:18.297;20;;;;dark;1;;;;;;;;;;
swe3;00:26:21.902;20;;;;bright;1;;;;;;;;;;
swe3;00:26:25.977;20;;;;dark;1;;;;;;;;;;
swe3;00:26:49.225;21;;;;;;;;;;;;;;;
swe3;00:26:56.465;21;;;;dark;1;;;;;;;;;;
