"";"File";"Begin.Time...hh.mm.ss.ms";"Trial";"Part";"Subject";"Scope";"Words";"Gesture";"Dimension";"Handshape";"N.Hands";"Comment";"Speech";"Translation";"comment";"Grammar";"General.comments";"Language"
"3425";"swe9";"00:01:40.007";"2";"1";"gender";"Height";"(s̴ här)";"1";"none";"open";1;NA;"unga.. m�_n eller s̴ ( ) (s̴ h�_r), och sen det andra var eh.. j�_tte djup";NA;NA;NA;NA;"Swedish"
"3426";"swe9";"00:01:43.625";"2";"1";"gender";"Height";"djup";"1";"none";"none";1;NA;"unga.. m�_n eller s̴ ( ) (s̴ h�_r), och sen det andra var eh.. j�_tte djup";NA;NA;NA;NA;"Swedish"
"3430";"swe9";"00:02:23.525";"3";"1";"none";"Height";"djupare";"0";NA;NA;NA;NA;"och det f̦rsta var n̴got sjupare ";NA;NA;NA;NA;"Swedish"
"3438";"swe9";"00:03:15.700";"4";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"ska s�_ga, medelljusa mansr̦ster, och s̴ den andra ehh.. (realt) djup";NA;NA;NA;NA;"Swedish"
"3440";"swe9";"00:03:22.050";"4";"1";"none";"Height";"djup";"0";NA;NA;NA;NA;"ska s�_ga, medelljusa mansr̦ster, och s̴ den andra ehh.. (realt) djup";NA;NA;NA;NA;"Swedish"
"3445";"swe9";"00:04:17.255";"5";"1";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"det f̦rsta var s̴ h�_r v�_ldigt eh. ren ljus";NA;NA;NA;NA;"Swedish"
"3449";"swe9";"00:04:33.225";"5";"2";"none";"Height";"djup";"0";NA;NA;NA;NA;"och den  a. det andra var djup";NA;NA;NA;NA;"Swedish"
"3455";"swe9";"00:05:15.645";"6";"1";"gender";"Brightness";"ljus";"0";NA;NA;NA;NA;"det var som en mansk̦r men eh.. inte.. j�_ttedjupt utan relativt ljus";NA;NA;NA;NA;"Swedish"
"3457";"swe9";"00:05:23.175";"6";"2";"none";"Brightness";"ljusare";"1";"vert";"flat H";1;NA;"det andra var aningen ljusare �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"3461";"swe9";"00:06:30.920";"7";"1";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"och sen det andra var ljusare";NA;NA;NA;NA;"Swedish"
"3467";"swe9";"00:07:43.205";"8";"1";"voice";"Brightness";"mörkt";"0";NA;NA;NA;NA;"och den f̦rsta var nog eh basr̦ster skulle s�_ga, fats inte inte allarm̦rksta, men eh ganska m̦rkt";NA;NA;NA;NA;"Swedish"
"3469";"swe9";"00:07:46.150";"8";"2";"none";"Brightness";"ljusa";"0";NA;NA;NA;NA;"och sen den andra var relativt ljusa";NA;NA;NA;NA;"Swedish"
"3474";"swe9";"00:09:38.934";"9";"1";"none";"Height";"lägre";"0";NA;NA;NA;NA;"och det andra var aningen l�_gre �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"3479";"swe9";"00:11:00.639";"10";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"relativt ljusa mansr̦ster";NA;NA;NA;NA;"Swedish"
"3481";"swe9";"00:11:07.495";"10";"2";"none";"Height";"lägre";"0";NA;NA;NA;NA;"det andra var l�_gre �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"3488";"swe9";"00:12:21.484";"11";"1";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"ljus gossk̦r";NA;NA;NA;NA;"Swedish"
"3491";"swe9";"00:13:16.122";"12";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"det f̦rsta l�_t som ljusa mansr̦ster";NA;NA;NA;NA;"Swedish"
"3494";"swe9";"00:13:27.650";"12";"2";"none";"Height";"upp";"0";NA;NA;NA;NA;"ett snepp upp";NA;NA;NA;NA;"Swedish"
"3499";"swe9";"00:14:13.940";"13";"1";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"det var ljusare �_n s̴";NA;NA;NA;NA;"Swedish"
"3501";"swe9";"00:14:24.632";"13";"2";"none";"Brightness";"ljusare";"1";NA;NA;NA;NA;"det andra var ljusare";NA;NA;NA;NA;"Swedish"
"3505";"swe9";"00:15:12.550";"14";"1";"none";"Height";"lägst";"0";NA;NA;NA;NA;"dat andra var l�_gst";NA;NA;NA;NA;"Swedish"
"3508";"swe9";"00:15:19.436";"14";"2";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"det innan var (  ) n̴got ljusare d̴";NA;NA;NA;NA;"Swedish"
"3511";"swe9";"00:16:12.804";"15";"1";"none";"Height";"högt";"0";NA;NA;NA;NA;"det f̦rsta var ett j�_tteh̦gt g�_llt pip";NA;NA;NA;NA;"Swedish"
"3514";"swe9";"00:16:25.606";"15";"2";"none";"Brightness";"mörkt";"0";NA;NA;NA;NA;"och det andra var v�_ldigt v�_ldigt m̦rkt liksom";NA;NA;NA;NA;"Swedish"
"3522";"swe9";"00:17:29.615";"16";"1";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"och sen det andra var ett steg eh ett eh tydigt steg ljusare";NA;NA;NA;NA;"Swedish"
"3528";"swe9";"00:18:31.160";"17";"1";"none";"Brightness";"ljust";"0";NA;NA;NA;NA;"s̴ det f̦rsta var ljust";NA;NA;NA;NA;"Swedish"
"3534";"swe9";"00:18:38.863";"17";"2";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"och det andra var eh en eh ljus mansr̦st";NA;NA;NA;NA;"Swedish"
"3537";"swe9";"00:19:21.294";"18";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"det var ganska ljusa r̦ster";NA;NA;NA;NA;"Swedish"
"3539";"swe9";"00:19:32.461";"18";"2";"none";"Brightness";"ljust";"0";NA;NA;NA;NA;"och det f̦rsta var riktigt eh.. var rett (  ) ljust";NA;NA;NA;NA;"Swedish"
"3543";"swe9";"00:19:40.623";"18";"3";"none";"Height";"lägre";"0";NA;NA;NA;NA;"och det andra var betydligt l�_gre";NA;NA;NA;NA;"Swedish"
"3550";"swe9";"00:20:23.204";"19";"1";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"och det andra l�_t som eh v�_ldigt ljus eh �_nglak̦r";NA;NA;NA;NA;"Swedish"
"3556";"swe9";"00:21:18.207";"20";"1";"tone";"Brightness";"ljus";"1";"none";"open";1;NA;"det f̦rsta var ett eh.. ett ljus en ljus ton";NA;NA;NA;NA;"Swedish"
"3566";"swe9";"00:23:13.910";"21";"1";"none";"Brightness";"ljusa";"0";NA;NA;NA;NA;"utan det var .. ganska ljusa (   )";NA;NA;NA;NA;"Swedish"
"3568";"swe9";"00:23:27.830";"21";"2";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"och det f̦rsta var sn�_ppet ljusare �_n det andra";NA;NA;NA;NA;"Swedish"
"3573";"swe9";"00:24:02.472";"22";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"(   ) det l�_t som eh eh.. mansr̦ster.. ganska ljusa, typ";NA;NA;NA;NA;"Swedish"
"3575";"swe9";"00:24:17.448";"22";"2";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"det var ljusare �_n det";NA;NA;NA;NA;"Swedish"
"3582";"swe9";"00:25:09.190";"23";"1";"none";"Height";"djupt";"0";NA;NA;NA;NA;"det f̦rsta var j�_ttedjupt";NA;NA;NA;NA;"Swedish"
"3587";"swe9";"00:25:39.409";"23";"2";"none";"Brightness";"ljus";"0";NA;NA;NA;NA;"den andra var .. s̴n.. ljus";NA;NA;NA;NA;"Swedish"
"3591";"swe9";"00:26:12.417";"24";"1";"voice";"Brightness";"ljusa";"0";NA;NA;NA;NA;"det f̦rsta l�_st l�_t som v�_ldigt ljusa mansr̦ster";NA;NA;NA;NA;"Swedish"
"3593";"swe9";"00:26:29.356";"24";"2";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"och det andra eh.. var eh.. ett eh.. tydligt steg ljusare";NA;NA;NA;NA;"Swedish"
"3600";"swe9";"00:28:04.380";"25";"1";"voice";"Height";"djupa";"0";NA;NA;NA;NA;"ganska djupa r̦ster";NA;NA;NA;NA;"Swedish"
"3603";"swe9";"00:28:12.516";"25";"2";"none";"Brightness";"ljusare";"1";"vert";"flat H";1;NA;"och det f̦rsta var.. lite.. ljusare �_n det andra";NA;NA;NA;NA;"Swedish"
"3604";"swe9";"00:28:15.269";"25";"2";"none";"Brightness";"andra";"1";"vert";"flat H";1;NA;"och det f̦rsta var.. lite.. ljusare �_n det andra";NA;NA;NA;NA;"Swedish"
"3614";"tur1";"00:00:39.339";"1";"1";"sound";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Ikincisi bana daha b̦yle bas daha kalin bir ses gibi geldi.";"The second one seemed lika a more bass, a more thick sound";NA;NA;NA;"Turkish"
"3622";"tur1";"00:03:13.377";"2";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Daha tabii ince seslerden dinledik suan. ";"We of course heard more thin sounds this time. ";NA;NA;NA;"Turkish"
"3626";"tur1";"00:03:16.592";"2";"2";"none";"Thickness";"inceydi";"0";NA;NA;NA;NA;"Ilki cok daha inceydi.";"The first one was much more thin.";NA;"inceydi = past tense";NA;"Turkish"
"3634";"tur1";"00:04:21.398";"3";"1";"sound";"Thickness";"kalin";"1";"none";"open";2;NA;"Yine daha kalin ve daha ince bir ses.  ";"Again a more thick and a more thin sound";NA;NA;NA;"Turkish"
"3636";"tur1";"00:04:22.140";"3";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Yine daha kalin ve daha ince bir ses.  ";"Again a more thick and a more thin sound";NA;NA;NA;"Turkish"
"3642";"tur1";"00:05:13.245";"4";"1";"none";"Thickness";"ince";"1";"none";"other";2;NA;"Suan duydugum kadariyla orta ve ince dinledim. -  Ama ince bir ses, daha sonra daha kalin, daha orta tinda bir ses.";"Right now, as I heard it, I heard middle and thin";NA;NA;NA;"Turkish"
"3646";"tur1";"00:05:28.538";"4";"2";"sound";"Thickness";"kalin";"1";"size";"neutral grip";2;NA;"Daha sonra daha kalin, daha orta tinda bir ses";"Later on a more thick, a more middle tone sound";NA;NA;NA;"Turkish"
"3650";"tur1";"00:05:52.318";"5";"1";"tone";"Thickness";"kalin";"1";"size";"neutral grip";2;NA;"Yine kalin ses tonundan tabir ettigimiz inceye dogru kaydi.";"Again what we call a thick tone, sliding towards thin";NA;NA;NA;"Turkish"
"3654";"tur1";"00:06:48.512";"6";"1";"none";"Thickness";"kalin";"1";"vert";"flat H";2;NA;"Ilkinde daha kalin, ince";"In the first one more thick, thin";NA;NA;NA;"Turkish"
"3656";"tur1";"00:06:48.724";"6";"1";"none";"Thickness";"ince";"1";"vert";"flat H";2;NA;"Ilkinde daha kalin, ince";"In the first one more thick, thin";NA;NA;NA;"Turkish"
"3660";"tur1";"00:07:45.527";"7";"1";"sound";"Thickness";"kalin";"1";"none";"other";2;NA;"Bir biraz daha kalin bir ses.";"Nr one is a little more thick sound";NA;NA;NA;"Turkish"
"3664";"tur1";"00:08:17.831";"8";"1";"tone";"Thickness";"kalin";"1";"none";"open";2;NA;"Bunda daha bariz bir kalin ses tonu daha sonra ince bir ses tonu fark ettim. ";"Here I percieved a more apparent thick tone and later a thin tone.";NA;NA;NA;"Turkish"
"3666";"tur1";"00:08:18.797";"8";"1";"tone";"Thickness";"ince";"1";"none";"narrow grip";1;NA;"Bunda daha bariz bir kalin ses tonu daha sonra ince bir ses tonu fark ettim. ";"Here I percieved a more apparent thick tone and later a thin tone.";NA;NA;NA;"Turkish"
"3672";"tur1";"00:09:04.302";"9";"1";"none";"Height";"cikislar";"0";NA;NA;NA;NA;"Inis ve cikislar var";"There are descents and ascents";NA;"cikislar = ascents";NA;"Turkish"
"3676";"tur1";"00:09:32.060";"10";"1";"none";"Other";"kuwetli";"1";"none";"other";2;"strong";"ikiside b̦yle cok kuvvetli, cok b̦yle, b̦yle sert, bas bir ses cikan";"both are like very strong, very like, like hard, a bass sound";NA;NA;NA;"Turkish"
"3680";"tur1";"00:09:57.399";"11";"1";"tone";"Thickness";"ince";"1";"none";"other";1;NA;"Yine o titresimli ses tonu ve ince ses tonun birlesimiydi.";"It was again a combination of that vibrating and thin tone";NA;NA;NA;"Turkish"
"3686";"tur1";"00:11:19.464";"12";"1";"tone";"Thickness";"ince";"1";"none";"none";1;NA;"Ikincisi yine dinledigimiz o ince ses tonundan birsey.";"The second one is again something like that thin tone we have heard";NA;NA;NA;"Turkish"
"3690";"tur1";"00:11:51.506";"13";"1";"voice";"Height";"cikti";"1";"size";"neutral grip";2;NA;"Bir ses tonundan diger bir ses tonuna cikti gibi geldi ";NA;NA;"cikti = ascend, v. past tense";NA;"Turkish"
"3696";"tur1";"00:12:31.477";"14";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Ilki yine daha ince bir ses.";"The first one is again a more thin sound.";NA;NA;NA;"Turkish"
"3700";"tur1";"00:12:40.610";"14";"2";"tone";"Thickness";"kalin";"1";"size";"narrow grip";2;NA;"Ikinci tur daha b̦yle, daha kalin bir ses tonu gibi geldi.";"The second round was more like, seemed like a more thick tone";NA;NA;NA;"Turkish"
"3705";"tur1";"00:14:23.729";"15";"1";"none";"Height";"inisten";"1";"vert";"neutral grip";2;"see next";"Inisten cikisa cikan ve tekrar bir cikistan inise gecen gibi";"Like something rising from descent to ascent and again passing from an ascent to a descent";NA;"inisten = from descent, ablative";NA;"Turkish"
"3708";"tur1";"00:14:24.309";"15";"1";"none";"Height";"cikisa";"1";"vert";"neutral grip";2;NA;"Inisten cikisa cikan ve tekrar bir cikistan inise gecen gibi";"Like something rising from descent to ascent and again passing from an ascent to a descent";NA;"cikisa = to ascent, dative";NA;"Turkish"
"3714";"tur1";"00:15:47.772";"16";"1";"sound";"Thickness";"ince";"0";NA;NA;NA;NA;"Yine o, hem ince ses, hem o b̦yle titresimli ses. ";"Again that, at the same time thin sound and that like vibrating sound";NA;NA;NA;"Turkish"
"3718";"tur1";"00:16:23.677";"17";"1";"sound";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Bir, iste, daha kalin ses, daha ince ses, birlesiyorlar";"One, like, a more thick sound, a more thin sound, they merge";NA;NA;NA;"Turkish"
"3720";"tur1";"00:16:24.602";"17";"1";"sound";"Thickness";"ince";"1";"vert";"flat H";1;NA;"Bir, iste, daha kalin ses, daha ince ses, birlesiyorlar";"One, like, a more thick sound, a more thin sound, they merge";NA;NA;NA;"Turkish"
"3726";"tur1";"00:16:45.165";"18";"1";"tone";"Thickness";"ince";"0";NA;NA;NA;NA;"O titresim kadar bu ince ses tonu da beni biraz geriyor yani, bilmiyorum neden.";"Like that vibration, this thin tone also stresses me a bit, I don't know why";NA;NA;NA;"Turkish"
"3730";"tur1";"00:16:49.860";"18";"2";"none";"Thickness";"kalin";"1";"size";"neutral grip";2;NA;"��nce kalin dinledik, sonra cok ince bir ses tonu dinledik. ";NA;NA;NA;NA;"Turkish"
"3734";"tur1";"00:18:44.239";"19";"1";"none";"Height";"cikiyor";"1";"vert";"neutral grip";1;NA;"Yavas yavas cikiyor gibi geldi.";"It seemed like it ascended slowly";NA;"cikiyor = ascending, v present tense";NA;"Turkish"
"3738";"tur1";"00:19:15.095";"20";"1";"tone";"Thickness";"ince";"1";"none";"other";2;NA;"B̦yle daha ince bir ses tonu oldugu icin bir rahatsizlik";"A discomfort, because it was like a more thin tone";NA;NA;NA;"Turkish"
"3782";"tur11";"00:00:18.988";"1";"1";"sound";"Thickness";"ince";"1";"none";"point";1;NA;"Ilki ince bir ses";"The first one is a thin sound";NA;NA;NA;"Turkish"
"3786";"tur11";"00:00:20.359";"1";"2";"sound";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi kalin bir ses";"The second one is a thick sound";NA;NA;NA;"Turkish"
"3790";"tur11";"00:01:43.480";"2";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki ince bir erkek sesi";"The first one is a thin male voice";NA;NA;NA;"Turkish"
"3800";"tur11";"00:03:30.364";"4";"1";"sound";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikinicsi cok ince bir ses";"The second one is a very thin sound";NA;NA;NA;"Turkish"
"3804";"tur11";"00:03:37.862";"4";"2";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki de kadin sesi gibi ama daha kalin bir ses";"The first one is also like female voice but a more thick sound";NA;NA;NA;"Turkish"
"3810";"tur11";"00:04:23.413";"5";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Ilki ince bir ses";"The first one is a thin sound";NA;NA;NA;"Turkish"
"3814";"tur11";"00:04:24.996";"5";"2";"sound";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi kalin bir ses";"The second one is a thick sound";NA;NA;NA;"Turkish"
"3820";"tur11";"00:05:13.665";"6";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi daha kalin";"The second one is more thick";NA;NA;NA;"Turkish"
"3824";"tur11";"00:05:25.587";"6";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ve ince bir erkek sesi gibi geldi bana";"And it seemed to me like a thin male voice";NA;NA;NA;"Turkish"
"3828";"tur11";"00:06:07.392";"7";"1";"sound";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki daha kalin bir ses";"The first one is a more thick sound";NA;NA;NA;"Turkish"
"3832";"tur12";"00:01:08.373";"1";"1";"sound";"Thickness";"ince";"1";"vert";"open";1;NA;"Digerinde de cok ince, tiz bir ses";"And in the other one a very thin, shrill sound";NA;NA;NA;"Turkish"
"3836";"tur12";"00:01:44.075";"2";"1";"none";"Height";"yukari";"1";"vert";"flat H";1;NA;"Ondan sonraki daha tiz, yani daha yukari cikiyor";"The one after that is more shill, it goes more up that is";NA;"yukari = up";NA;"Turkish"
"3852";"tur12";"00:04:58.373";"4";"1";"sound";"Brightness";"koyu";"1";"none";"open";1;NA;"Erkegin sesi yine ayni bahsettigim daha ̦nceki sesler gibi koyu, tok bir ses";"The man's voice is again the same as the previous sounds I mentioned, a dark, full sound";NA;NA;NA;"Turkish"
"3874";"tur12";"00:08:03.526";"8";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Bir bayan grubu yine cok ince bir sesle";"A female group again with a very thin sound";NA;NA;NA;"Turkish"
"3880";"tur12";"00:09:04.239";"9";"1";"voice";"Brightness";"koyu";"1";"none";"open";2;NA;"Yine ayni seklide, koyu bir ses tonuyla";"Again in the same way, with a dark tone of voice";NA;NA;NA;"Turkish"
"3946";"tur12";"00:17:18.250";"20";"1";"sound";"Thickness";"ince";"0";NA;NA;NA;NA;"Bence bu orktaki en ince sesle en kalin ses ayni..., ya ayni anda degil, yani ardi ardina calimis gibi ayni";"I think this is like the most thin and the most thick sounds on a keyboard, not at the same time, but like played after each other.";NA;NA;NA;"Turkish"
"3948";"tur12";"00:17:20.092";"20";"1";"sound";"Thickness";"kalin";"1";"vert";"open";2;NA;"Bence bu orktaki en ince sesle en kalin ses ayni..., ya ayni anda degil, yani ardi ardina calimis gibi ayni";"I think this is like the most thin and the most thick sounds on a keyboard, not at the same time, but like played after each other.";NA;NA;NA;"Turkish"
"3972";"tur12";"00:18:43.350";"23";"1";"sound";"Other";"tok";"1";"none";"open";2;"Experiment was cut short due to issues with the software";"Cok tok ve kalin sesler";"Very full and thick sounds";NA;NA;NA;"Turkish"
"3978";"tur12";"00:18:52.219";"23";"2";"sound";"Thickness";"kalin";"1";"vert";"open";1;"Experiment was cut short due to issues with the software";"Ikincisi baya olabilecegi kadar en kalin ses";"The second one is the most thick sound possible";NA;NA;NA;"Turkish"
"4002";"tur13";"00:01:25.574";"3";"1";"none";"Height";"yukariya";"1";"vert";"flat H";2;NA;"Sanki bir ton yukariya cikmis ilki";"Almost like the first one went one town up";"see before";"yukariya = to up, dative suffixe";NA;"Turkish"
"4010";"tur13";"00:01:36.482";"3";"2";"none";"Height";"alcak";"1";"none";"open";2;NA;"Ikincisi daha alcak";"The second one more low";NA;"#NAVN?";NA;"Turkish"
"4014";"tur13";"00:01:50.949";"4";"1";"none";"Thickness";"ince";"1";"size";"open";2;NA;"Ilki daha ince";"The first one is more thin";NA;NA;"clear size!";"Turkish"
"4032";"tur13";"00:03:27.394";"8";"1";"sound";"Thickness";"kalin";"1";"none";"neutral grip";2;NA;"Ikinci ses yine cok kalin";"The second sound is again very thick";NA;NA;NA;"Turkish"
"4036";"tur13";"00:03:52.219";"9";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Bunda da ilk ses cok ince";"And in this one the first sound is very thin";NA;NA;NA;"Turkish"
"4042";"tur13";"00:04:12.586";"10";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Ikincisi cok ince, tiz bir ses";"The second one is a very thin, shrill sound";NA;NA;NA;"Turkish"
"4050";"tur13";"00:05:33.992";"13";"1";"none";"Height";"yuksek";"1";"vert";"flat H";1;"Probably referring to volume";"Ilki daha yuksek";"The first one is more high";NA;NA;NA;"Turkish"
"4056";"tur13";"00:05:49.845";"14";"1";"none";"Thickness";"ince";"1";"none";"flat H";2;NA;"Ilki inanilmaz ince";"The first one is incredibly thin";NA;NA;NA;"Turkish"
"4060";"tur13";"00:05:53.993";"14";"2";"sound";"Thickness";"kalin";"1";"none";"open";2;NA;"Ikincisi de cok hiriltili kalin bir ses";"And the second one is a very growling thick sound";"gesture before";NA;NA;"Turkish"
"4066";"tur13";"00:06:05.637";"15";"1";"none";"Thickness";"ince";"1";"none";"other";2;NA;"Bunda da ikinicsi cok ince";"And in this one the second one is very thin";"gesture before";NA;NA;"Turkish"
"4072";"tur13";"00:06:19.228";"15";"2";"sound";"Thickness";"kalin";"0";NA;NA;NA;NA;"Kalin bir ses";"A thick sound";NA;NA;NA;"Turkish"
"4078";"tur13";"00:06:34.604";"16";"1";"none";"Height";"asagidayken";"1";"vert";"flat H";1;NA;"Sanki ilki biraz daha asagidayken";"Almost like while the first one is a bit more down/below";NA;"asagidayken = while being down";NA;"Turkish"
"4082";"tur13";"00:06:37.029";"16";"2";"none";"Height";"yukarisi";"1";"vert";"flat H";1;NA;"Ikincisi ayni tonda, bir kademe yukarisi";"The second one is on the same tone, one level above";"above";NA;NA;"Turkish"
"4114";"tur14";"00:00:18.226";"1";"1";"none";"Thickness";"kalin";"1";"none";"point";1;NA;"Ilki kalin";"The first one is thick";NA;NA;NA;"Turkish"
"4118";"tur14";"00:00:21.409";"1";"2";"none";"Thickness";"ince";"1";"none";"point";1;"gestufe before";"Ikincisi ince";"The second one is thin";NA;NA;NA;"Turkish"
"4124";"tur14";"00:00:37.477";"2";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki daha kalin";"The first one is more thick";NA;NA;NA;"Turkish"
"4128";"tur14";"00:00:38.496";"2";"2";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi daha ince";"The second one is more thin";NA;NA;NA;"Turkish"
"4134";"tur14";"00:00:55.249";"3";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki erkek kalin";"The first one is man, thick";NA;NA;NA;"Turkish"
"4138";"tur14";"00:00:57.480";"3";"2";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi kadin, ince";"The second one is woman, thin";NA;NA;NA;"Turkish"
"4144";"tur14";"00:01:10.462";"4";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki yine erkek kalin";"The first one is again man, thick";NA;NA;NA;"Turkish"
"4148";"tur14";"00:01:12.349";"4";"2";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi kadin ince";"The second one is woman, thin";NA;NA;NA;"Turkish"
"4158";"tur14";"00:01:54.603";"5";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Bu sefer ikincisi daha, biraz daha kalin";"This time the second one is a bit more thick";NA;NA;NA;"Turkish"
"4164";"tur14";"00:02:13.156";"6";"1";"none";"Thickness";"inceydi";"0";NA;NA;NA;NA;"Ilki cok daha inceydi";"The first one was much more thin";NA;"past tense";NA;"Turkish"
"4172";"tur14";"00:02:37.921";"7";"1";"none";"Thickness";"ince";"1";"size";"open";2;NA;"Kadinlar ince";"The women are thin";NA;NA;"clear size";"Turkish"
"4176";"tur14";"00:02:38.750";"7";"2";"none";"Thickness";"kalin";"1";"size";"open";2;NA;"Erkekler kalin";"The men are thick";NA;NA;"clear size";"Turkish"
"4182";"tur14";"00:03:06.856";"8";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi cok daha ince";"The second one is much more thin";NA;NA;NA;"Turkish"
"4188";"tur14";"00:03:48.696";"9";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikinicisi daha kalin cikiyor ama";"The second one seems more thick but";NA;NA;NA;"Turkish"
"4196";"tur14";"00:04:54.339";"10";"1";"sound";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki erkek kalin sesi";"The first one man, thick sound";NA;NA;NA;"Turkish"
"4200";"tur14";"00:04:57.086";"10";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi daha ince kadin sesi";"The second one is a more thin female voice";NA;NA;NA;"Turkish"
"4204";"tur14";"00:05:29.006";"11";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Biraz kalin";"A bit thick";NA;NA;NA;"Turkish"
"4222";"tur14";"00:08:30.879";"17";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Birincisi yine kalin diyebilecgimiz bir erkek sesi";"The first one is again a male voice we can call thick";NA;NA;NA;"Turkish"
"4226";"tur14";"00:08:47.339";"18";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki cok daha ince";"The first one is much more thin";NA;NA;NA;"Turkish"
"4232";"tur14";"00:09:00.003";"19";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki cok cok ince bir kadin sesi";"The first one is a very very thin female vocie";NA;NA;NA;"Turkish"
"4236";"tur14";"00:09:01.839";"19";"2";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi de kalin";"And the second one is thick";NA;NA;NA;"Turkish"
"4240";"tur14";"00:09:13.762";"20";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki cok ince yine";"The first one is very thin again";NA;NA;NA;"Turkish"
"4248";"tur14";"00:09:53.116";"21";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Birincisi biraz daha kalin";"The first one is a bit more thick";NA;NA;NA;"Turkish"
"4254";"tur14";"00:10:13.773";"22";"1";"voice";"Other";"tok";"1";"none";"none";1;"full";"Birincisi baya tok veya kalin bir erkek sesi";"The first one is a quite full or thick male voice";NA;NA;NA;"Turkish"
"4258";"tur14";"00:10:16.796";"22";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi ince bir kadin sesi";"The second one is a thin female voice";NA;NA;NA;"Turkish"
"4268";"tur14";"00:10:56.653";"24";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Biraz daha kalin";"A bit more thick";NA;NA;NA;"Turkish"
"4272";"tur14";"00:11:13.106";"25";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi cok ince digerine g̦re";"The second one is very thin as compared to the other one";NA;NA;NA;"Turkish"
"4276";"tur15";"00:00:26.461";"1";"1";"none";"Thickness";"inceydi";"1";"none";"neutral grip";2;NA;"Ilki birazcik daha inceydi";"The first one was a bit more thin";NA;"inceydi = past tense";NA;"Turkish"
"4282";"tur15";"00:00:51.482";"2";"1";"none";"Thickness";"ince";"1";"vert";"flat H";2;NA;"Ilki daha inceydi";"The first one was more thin";NA;"inceydi = past tense";NA;"Turkish"
